Cde_Opération;Opération;Cde_Dépense;Dépense;Cde_Pays;Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
D1;Rémunération des salariés;GF01;01 - Services généraux des administrations publiques;FRA;France;27,637;28,722;28,218;29,097;30,647;32,118;33,173;32,583;32,248;32,935;34,520;35,068;37,326;37,796;38,966;37,854;38,400;39,444;40,144;40,468;40,662;40,505;41,101;41,080;41,570;42,025;42,813;44,936;46,562;47,615
D1;Rémunération des salariés;GF0101;01.1 - Fonctionnement des organes exécutifs et législatifs, affaires financières et fiscales, affaires étrangères;FRA;France;8,192;8,497;8,778;9,047;9,433;10,020;10,394;10,407;11,181;11,252;11,541;11,362;11,933;12,101;12,284;11,745;11,955;12,390;12,513;12,406;12,309;11,920;12,019;11,918;11,729;11,881;11,663;12,000;12,282;12,533
D1;Rémunération des salariés;GF0102;01.2 - Aide économique extérieure;FRA;France;0,141;0,135;0,127;0,133;0,140;0,166;0,161;0,176;0,168;0,203;0,222;0,232;0,241;0,251;0,273;0,274;0,275;0,275;0,273;0,259;0,264;0,258;0,232;0,214;0,204;0,198;0,191;0,198;0,207;0,213
D1;Rémunération des salariés;GF0103;01.3 - Services généraux;FRA;France;15,793;16,491;15,565;16,068;17,138;18,112;18,686;17,930;16,625;17,189;18,286;18,968;20,409;20,641;21,244;20,292;20,278;21,075;21,783;22,173;22,379;22,703;23,141;23,200;23,793;24,139;24,985;26,394;27,330;27,836
D1;Rémunération des salariés;GF0104;01.4 - Recherche fondamentale;FRA;France;3,171;3,241;3,395;3,478;3,557;3,405;3,514;3,655;3,845;3,859;4,018;4,061;4,263;4,320;4,675;5,072;5,237;5,297;5,327;5,369;5,398;5,409;5,486;5,564;5,655;5,612;5,773;6,092;6,549;6,809
D1;Rémunération des salariés;GF0105;01.5 - R & D concernant les services généraux des administrations publiques;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;
D1;Rémunération des salariés;GF0106;01.6 - Services généraux des administrations publiques n.c.a.;FRA;France;0,340;0,358;0,354;0,370;0,378;0,414;0,418;0,414;0,430;0,433;0,454;0,446;0,481;0,483;0,490;0,471;0,655;0,407;0,248;0,261;0,312;0,215;0,223;0,184;0,189;0,195;0,201;0,252;0,196;0,224
D1;Rémunération des salariés;GF0108;01.8 - Transferts de caractère général entre administrations publiques;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D1;Rémunération des salariés;GF02;02 - Défense;FRA;France;13,199;13,803;13,948;14,422;14,609;14,939;14,935;15,598;15,679;15,772;16,116;16,366;16,833;16,849;17,369;18,327;18,742;18,969;18,858;18,426;17,911;18,008;18,420;18,557;18,850;19,078;19,181;19,808;20,530;21,526
D1;Rémunération des salariés;GF0201;02.1 - Défense militaire;FRA;France;11,232;11,747;11,872;12,277;12,436;12,712;12,707;13,271;13,338;13,419;13,703;13,914;14,315;14,275;14,790;15,743;16,159;16,554;16,297;15,939;15,401;14,967;15,345;15,472;15,650;15,853;16,020;16,638;17,366;18,263
D1;Rémunération des salariés;GF0202;02.2 - Défense civile;FRA;France;0,212;0,223;0,225;0,233;0,236;0,242;0,243;0,253;0,256;0,258;0,264;0,267;0,275;0,276;0,285;0,240;0,201;0,116;0,203;0,169;0,164;0,208;0,213;0,220;0,221;0,182;0,163;0,174;0,180;0,185
D1;Rémunération des salariés;GF0203;02.3 - Aide militaire à des pays étrangers;FRA;France;0,530;0,554;0,560;0,579;0,587;0,600;0,600;0,626;0,628;0,633;0,646;0,656;0,674;0,673;0,696;0,635;0,669;0,630;0,812;0,781;0,718;0,765;0,798;0,739;0,725;0,816;0,754;0,642;0,543;0,511
D1;Rémunération des salariés;GF0204;02.4 - R-D concernant la défense;FRA;France;0,789;0,824;0,832;0,859;0,871;0,894;0,893;0,934;0,941;0,943;0,971;0,988;1,015;1,062;1,029;1,017;1,009;1,003;0,927;0,921;0,965;0,953;0,971;1,006;1,035;1,061;1,055;1,090;1,172;1,255
D1;Rémunération des salariés;GF0205;02.5 - Défense n.c.a.;FRA;France;0,435;0,454;0,459;0,474;0,479;0,492;0,492;0,513;0,516;0,519;0,532;0,541;0,555;0,563;0,570;0,692;0,704;0,665;0,620;0,617;0,663;1,116;1,093;1,119;1,220;1,167;1,188;1,264;1,269;1,312
D1;Rémunération des salariés;GF03;03 - Ordre et sécurité publics;FRA;France;12,882;13,169;13,315;13,731;14,253;14,804;15,885;17,376;18,437;18,614;19,183;19,677;20,499;22,292;23,346;24,122;25,064;25,444;26,068;26,441;26,745;27,096;27,976;28,466;29,535;30,154;30,790;32,136;33,969;36,411
D1;Rémunération des salariés;GF0301;03.1 - Services de police;FRA;France;9,006;9,194;9,341;9,633;9,980;10,354;10,779;11,686;12,319;12,379;12,639;12,842;13,314;14,547;15,252;15,643;16,273;16,406;16,818;16,976;17,072;17,253;17,903;18,155;18,933;19,126;19,380;20,101;21,262;22,940
D1;Rémunération des salariés;GF0302;03.2 - Services de protection civile;FRA;France;0,973;1,016;0,959;0,990;1,055;1,115;1,687;2,003;2,245;2,353;2,599;2,849;3,063;3,229;3,358;3,514;3,617;3,695;3,749;3,868;3,950;3,953;4,006;4,022;4,106;4,188;4,319;4,480;4,697;4,873
D1;Rémunération des salariés;GF0303;03.3 - Tribunaux;FRA;France;1,708;1,742;1,774;1,830;1,894;1,963;2,013;2,171;2,281;2,286;2,322;2,348;2,427;2,659;2,788;2,882;2,990;3,077;3,158;3,190;3,201;3,274;3,361;3,440;3,509;3,560;3,694;3,933;4,194;4,548
D1;Rémunération des salariés;GF0304;03.4 - Administration pénitentiaire;FRA;France;0,974;0,993;1,012;1,044;1,079;1,119;1,147;1,236;1,299;1,302;1,323;1,337;1,382;1,515;1,589;1,717;1,805;1,872;1,909;1,973;2,037;2,123;2,213;2,325;2,422;2,504;2,590;2,759;2,895;3,082
D1;Rémunération des salariés;GF0305;03.5 - R-D concernant l'ordre et la sécurité publics;FRA;France;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,004;0,004;0,005;0,004;0,004;0,004;0,003;0,004;0,004;0,004;0,004;;;;
D1;Rémunération des salariés;GF0306;03.6 - Ordre et sécurité publics n.c.a.;FRA;France;0,220;0,224;0,228;0,235;0,243;0,252;0,258;0,278;0,292;0,293;0,299;0,302;0,312;0,342;0,359;0,362;0,376;0,390;0,431;0,429;0,481;0,490;0,489;0,521;0,560;0,774;0,807;0,862;0,922;0,968
D1;Rémunération des salariés;GF04;04 - Affaires économiques;FRA;France;10,928;11,537;12,312;12,367;12,240;12,363;11,183;11,951;12,820;14,028;14,965;15,480;16,143;15,790;16,527;17,123;17,448;17,716;18,543;18,769;18,350;18,845;19,034;18,737;18,688;18,652;18,765;19,451;20,015;20,341
D1;Rémunération des salariés;GF0401;04.1 - Tutelle de l'économie générale, des échanges et de l'emploi;FRA;France;1,526;1,617;1,722;1,727;1,705;1,697;1,662;1,773;1,873;2,184;2,385;2,485;2,562;2,319;2,250;2,379;2,432;4,186;4,139;4,148;3,834;4,028;4,014;4,007;3,894;3,441;3,366;3,465;3,628;3,752
D1;Rémunération des salariés;GF0402;04.2 - Agriculture, sylviculture, pêche et chasse;FRA;France;2,311;2,481;2,732;2,759;2,740;2,745;2,138;2,326;2,536;2,765;3,017;3,112;3,293;3,314;3,509;3,514;3,558;1,870;1,843;1,868;1,841;1,814;1,799;1,782;1,769;1,789;1,818;1,873;1,891;1,937
D1;Rémunération des salariés;GF0403;04.3 - Combustibles et énergie;FRA;France;0,138;0,148;0,160;0,160;0,158;0,163;0,144;0,153;0,163;0,176;0,187;0,193;0,201;0,199;0,213;0,227;0,233;0,249;0,272;0,266;0,232;0,282;0,300;0,315;0,325;0,342;0,355;0,409;0,443;0,476
D1;Rémunération des salariés;GF0404;04.4 - Industries extractives et manufacturières, construction;FRA;France;0,098;0,103;0,110;0,111;0,111;0,113;0,112;0,120;0,125;0,140;0,150;0,156;0,160;0,150;0,154;0,178;0,180;0,208;0,157;0,160;0,113;0,153;0,153;0,153;0,161;0,157;0,155;0,156;0,162;0,172
D1;Rémunération des salariés;GF0405;04.5 - Transports;FRA;France;4,052;4,192;4,499;4,515;4,419;4,315;3,820;4,112;4,498;4,970;5,328;5,534;5,802;5,812;6,013;6,243;6,727;6,877;7,556;7,687;7,559;7,726;7,791;7,520;7,526;7,829;7,842;8,172;8,189;8,064
D1;Rémunération des salariés;GF0406;04.6 - Communications;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,002;0,003;0,005;0,006;0,009;0,012;0,014;0,015;0,016
D1;Rémunération des salariés;GF0407;04.7 - Autres branches d'activité;FRA;France;0,870;0,937;1,050;1,063;1,062;1,063;0,755;0,833;0,922;0,966;1,049;1,080;1,157;1,232;1,331;1,372;1,062;1,114;1,214;1,254;1,297;1,397;1,465;1,477;1,538;1,543;1,605;1,663;1,788;2,002
D1;Rémunération des salariés;GF0408;04.8 - R-D concernant les affaires économiques;FRA;France;1,423;1,516;1,472;1,464;1,482;1,700;1,977;2,025;2,065;2,087;2,046;2,086;2,113;1,998;2,276;2,402;2,517;2,476;2,524;2,553;2,575;2,564;2,590;2,567;2,577;2,665;2,721;2,834;2,999;3,093
D1;Rémunération des salariés;GF0409;04.9 - Affaires économiques n.c.a.;FRA;France;0,510;0,541;0,568;0,568;0,562;0,568;0,576;0,609;0,638;0,740;0,802;0,833;0,854;0,768;0,780;0,807;0,739;0,737;0,840;0,833;0,899;0,879;0,921;0,911;0,892;0,878;0,891;0,865;0,902;0,830
D1;Rémunération des salariés;GF05;05 - Protection de l'environnement;FRA;France;1,160;1,263;1,619;1,493;1,646;1,679;2,092;2,113;2,591;2,682;2,833;3,055;2,995;3,200;3,497;3,695;4,036;4,201;4,532;4,771;4,910;4,872;4,988;5,181;5,259;5,248;5,349;5,648;5,944;6,408
D1;Rémunération des salariés;GF0501;05.1 - Gestion des déchets;FRA;France;0,340;0,386;0,623;0,602;0,691;0,800;0,908;0,885;1,187;1,250;1,333;1,419;1,526;1,683;1,809;1,938;2,215;2,285;2,365;2,461;2,534;2,535;2,630;2,698;2,774;2,797;2,918;3,098;3,346;3,678
D1;Rémunération des salariés;GF0502;05.2 - Gestion des eaux usées;FRA;France;0,067;0,075;0,122;0,118;0,135;0,156;0,178;0,173;0,232;0,245;0,261;0,277;0,299;0,329;0,353;0,358;0,354;0,373;0,381;0,391;0,402;0,408;0,424;0,444;0,451;0,466;0,483;0,514;0,545;0,587
D1;Rémunération des salariés;GF0503;05.3 - Lutte contre la pollution;FRA;France;0,023;0,026;0,042;0,040;0,046;0,053;0,061;0,058;0,078;0,083;0,089;0,095;0,102;0,111;0,120;0,126;0,126;0,129;0,128;0,125;0,125;0,136;0,137;0,138;0,129;0,132;0,130;0,138;0,171;0,225
D1;Rémunération des salariés;GF0504;05.4 - Préservation de la diversité biologique et protection de la nature;FRA;France;0,065;0,070;0,096;0,096;0,107;0,148;0,163;0,169;0,206;0,213;0,223;0,233;0,241;0,270;0,326;0,371;0,432;0,446;0,462;0,473;0,483;0,482;0,490;0,515;0,531;0,534;0,557;0,578;0,588;0,567
D1;Rémunération des salariés;GF0505;05.5 - R-D dans le domaine de la protection de l'environnement;FRA;France;0,019;0,020;0,021;0,022;0,024;0,042;0,045;0,051;0,054;0,054;0,055;0,056;0,054;0,063;0,091;0,095;0,099;0,100;0,103;0,245;0,247;0,259;0,256;0,264;0,261;0,205;0,213;0,248;0,277;0,366
D1;Rémunération des salariés;GF0506;05.6 - Protection de l'environnement n.c.a.;FRA;France;0,648;0,686;0,717;0,615;0,643;0,480;0,738;0,778;0,833;0,838;0,872;0,975;0,774;0,744;0,799;0,808;0,810;0,869;1,094;1,077;1,119;1,053;1,052;1,123;1,113;1,114;1,047;1,073;1,017;0,984
D1;Rémunération des salariés;GF06;06 - Logements et équipements collectifs;FRA;France;1,722;1,854;3,300;3,410;3,503;3,873;4,119;4,683;5,114;5,360;5,669;5,456;5,933;6,168;6,430;6,748;6,755;7,105;6,716;6,825;6,914;6,958;7,139;7,190;7,352;7,427;7,518;7,805;8,151;8,803
D1;Rémunération des salariés;GF0601;06.1 - Logements;FRA;France;0,415;0,438;0,682;0,660;0,669;0,680;0,748;0,794;0,804;0,839;0,890;0,868;0,868;0,774;0,805;0,833;0,786;1,058;0,923;0,905;0,906;1,042;1,063;1,162;1,146;1,141;1,237;1,125;1,150;1,476
D1;Rémunération des salariés;GF0602;06.2 - Équipements collectifs;FRA;France;1,156;1,254;2,431;2,551;2,628;2,979;3,131;3,612;3,992;4,185;4,429;4,231;4,688;4,969;5,187;5,480;5,536;5,606;5,348;5,481;5,593;5,425;5,575;5,508;5,661;5,713;5,680;6,077;6,367;6,758
D1;Rémunération des salariés;GF0603;06.3 - Alimentation en eau;FRA;France;0,051;0,055;0,066;0,072;0,075;0,080;0,091;0,115;0,139;0,150;0,158;0,164;0,176;0,206;0,216;0,223;0,242;0,249;0,256;0,264;0,270;0,264;0,278;0,281;0,306;0,327;0,337;0,341;0,325;0,306
D1;Rémunération des salariés;GF0604;06.4 - Éclairage public;FRA;France;0,016;0,018;0,022;0,024;0,025;0,026;0,029;0,037;0,045;0,049;0,051;0,052;0,057;0,067;0,071;0,077;0,077;0,080;0,078;0,078;0,081;0,077;0,076;0,074;0,074;0,072;0,072;0,073;0,068;0,067
D1;Rémunération des salariés;GF0606;06.6 - Logement et équipements collectifs n.c.a.;FRA;France;0,085;0,089;0,098;0,103;0,107;0,108;0,119;0,126;0,134;0,137;0,141;0,142;0,143;0,152;0,151;0,134;0,115;0,113;0,110;0,098;0,064;0,150;0,148;0,166;0,165;0,174;0,193;0,191;0,241;0,196
D1;Rémunération des salariés;GF07;07 - Santé;FRA;France;27,903;28,828;29,339;30,270;31,499;33,210;34,506;36,365;37,852;39,101;40,991;41,804;42,902;44,055;44,692;45,760;46,993;47,595;48,886;50,182;50,826;51,630;52,856;53,290;53,913;56,993;61,124;64,324;67,467;70,075
D1;Rémunération des salariés;GF0703;07.3 - Services hospitaliers;FRA;France;25,484;26,291;26,739;27,525;28,602;30,153;31,378;33,063;34,343;35,485;37,200;37,927;38,809;39,853;40,908;41,383;42,568;43,315;44,365;45,577;46,173;46,821;47,889;48,231;48,783;51,831;55,742;58,740;61,537;63,811
D1;Rémunération des salariés;GF0704;07.4 - Services de santé publique;FRA;France;0,830;0,881;0,888;0,972;1,045;1,097;1,124;1,187;1,250;1,279;1,334;1,366;1,408;1,446;1,019;1,983;2,099;2,147;2,223;2,239;2,293;2,384;2,475;2,574;2,679;2,688;2,780;2,874;3,014;3,180
D1;Rémunération des salariés;GF0705;07.5 - R-D dans le domaine de la santé;FRA;France;1,056;1,102;1,141;1,178;1,221;1,289;1,300;1,387;1,472;1,534;1,621;1,659;1,810;1,860;1,825;1,615;1,530;1,504;1,542;1,558;1,546;1,576;1,601;1,616;1,639;1,657;1,763;1,841;1,977;2,079
D1;Rémunération des salariés;GF0706;07.6 - Santé n.c.a.;FRA;France;0,532;0,554;0,571;0,596;0,631;0,671;0,705;0,729;0,787;0,804;0,837;0,851;0,875;0,896;0,940;0,780;0,796;0,629;0,757;0,808;0,813;0,849;0,891;0,869;0,812;0,817;0,840;0,868;0,939;1,005
D1;Rémunération des salariés;GF08;08 - Loisirs, culture et culte;FRA;France;3,651;3,932;4,300;4,505;4,746;4,945;5,596;6,786;7,550;7,787;8,097;8,626;9,083;9,512;9,686;10,336;10,779;11,077;11,367;11,695;11,829;11,888;12,229;12,292;12,482;12,495;12,689;13,438;14,153;14,796
D1;Rémunération des salariés;GF0801;08.1 - Services récréatifs et sportifs;FRA;France;0,762;0,856;0,975;1,022;1,089;1,174;1,412;1,932;2,279;2,370;2,467;2,681;2,886;3,104;3,205;3,489;3,710;3,845;4,016;4,184;4,294;4,308;4,451;4,397;4,485;4,561;4,623;4,894;4,943;4,872
D1;Rémunération des salariés;GF0802;08.2 - Services culturels;FRA;France;1,852;2,010;2,225;2,335;2,454;2,543;2,932;3,540;3,946;4,085;4,251;4,511;4,737;4,997;5,109;5,369;5,515;5,649;5,743;5,843;5,851;5,811;5,995;6,089;6,220;6,202;6,285;6,719;7,235;7,539
D1;Rémunération des salariés;GF0803;08.3 - Services de radiodiffusion, de télévision et d'édition;FRA;France;1,029;1,055;1,087;1,135;1,190;1,213;1,234;1,290;1,297;1,303;1,348;1,401;1,425;1,373;1,332;1,432;1,469;1,497;1,554;1,613;1,624;1,709;1,716;1,698;1,671;1,629;1,673;1,710;1,849;2,206
D1;Rémunération des salariés;GF0804;08.4 - Culte et autres services communautaires;FRA;France;0,009;0,011;0,012;0,013;0,014;0,015;0,018;0,023;0,027;0,029;0,031;0,033;0,036;0,038;0,039;0,047;0,050;0,052;0,054;0,056;0,058;0,059;0,065;0,067;0,066;0,067;0,070;0,073;0,075;0,071
D1;Rémunération des salariés;GF0806;08.6 - Loisirs, culture et culte n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,036;0,035;0,000;0,000;0,001;0,001;0,002;0,040;0,040;0,036;0,037;0,042;0,051;0,109
D1;Rémunération des salariés;GF09;09 - Enseignement;FRA;France;51,181;53,190;54,111;55,487;57,826;60,161;62,211;64,590;65,928;66,143;67,580;68,492;68,907;70,570;73,103;73,793;74,482;75,070;76,342;78,106;79,558;80,417;83,057;84,067;85,293;86,710;89,322;93,151;97,720;103,785
D1;Rémunération des salariés;GF0901;09.1 - Enseignement préélémentaire et primaire;FRA;France;15,598;16,200;16,448;16,910;17,683;18,395;19,044;19,734;20,173;20,243;20,671;20,900;21,053;21,626;21,946;22,432;23,064;22,446;23,801;25,082;25,296;25,838;27,043;27,375;27,880;28,503;29,333;30,536;32,038;34,256
D1;Rémunération des salariés;GF0902;09.2 - Enseignement secondaire;FRA;France;27,410;28,525;28,877;29,610;30,872;32,087;33,142;34,336;34,967;35,086;35,837;36,339;36,497;37,279;37,711;38,441;39,049;40,130;39,769;39,863;40,859;41,140;42,076;42,250;42,625;43,158;44,164;45,946;47,602;49,762
D1;Rémunération des salariés;GF0903;09.3 - Enseignement postsecondaire non supérieur;FRA;France;0,218;0,220;0,237;0,249;0,267;0,282;0,298;0,314;0,335;0,336;0,343;0,339;0,351;0,382;0,424;0,427;0,453;0,487;0,489;0,500;0,546;0,546;0,533;0,547;0,572;0,567;0,600;0,621;0,662;0,651
D1;Rémunération des salariés;GF0904;09.4 - Enseignement supérieur;FRA;France;3,351;3,480;3,641;3,680;3,755;3,922;4,047;4,281;4,366;4,373;4,489;4,603;4,627;4,699;5,575;5,893;5,909;5,930;5,963;6,075;6,170;6,155;6,265;6,357;6,442;6,739;7,009;7,359;7,746;7,417
D1;Rémunération des salariés;GF0905;09.5 - Enseignement non défini par niveau;FRA;France;0,874;0,906;0,956;0,965;0,982;1,027;1,061;1,126;1,151;1,153;1,184;1,214;1,222;1,243;1,487;1,441;0,883;0,903;0,933;1,033;1,086;1,000;1,030;1,099;1,105;1,125;1,173;1,242;1,344;1,490
D1;Rémunération des salariés;GF0906;09.6 - Services annexes à l'enseignement;FRA;France;2,799;2,884;2,974;3,078;3,241;3,383;3,530;3,670;3,799;3,812;3,889;3,903;3,969;4,151;4,771;4,358;4,544;4,661;4,882;5,049;5,173;5,286;5,651;5,983;6,216;6,159;6,575;7,002;7,911;9,789
D1;Rémunération des salariés;GF0907;09.7 - R-D dans le domaine de l'enseignement;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,001;0,001;0,003;0,003;0,003;0,003;0,003;0,004;0,003;0,001;0,001;0,001;0,001;0,001;0,001;0,002;
D1;Rémunération des salariés;GF0908;09.8 - Enseignement n.c.a.;FRA;France;0,930;0,976;0,978;0,995;1,028;1,065;1,090;1,130;1,136;1,140;1,165;1,193;1,188;1,190;1,190;0,798;0,577;0,511;0,503;0,501;0,424;0,450;0,458;0,457;0,452;0,458;0,469;0,443;0,415;0,420
D1;Rémunération des salariés;GF10;10 - Protection sociale;FRA;France;13,826;14,131;14,123;14,556;15,177;15,932;16,352;17,125;18,316;18,930;19,871;21,419;22,263;23,042;24,202;24,779;25,780;25,988;26,622;27,261;27,413;27,442;28,036;27,826;27,690;28,816;29,591;30,475;31,783;32,391
D1;Rémunération des salariés;GF1001;10.1 - Maladie et invalidité;FRA;France;3,195;3,260;3,312;3,339;3,402;3,481;3,543;3,627;3,873;3,999;4,161;4,136;4,143;4,149;4,314;4,194;4,229;4,244;4,306;4,185;4,125;4,053;4,077;4,044;3,905;4,128;4,277;4,135;4,104;4,173
D1;Rémunération des salariés;GF1002;10.2 - Vieillesse;FRA;France;5,601;5,664;5,716;5,794;5,929;6,101;6,176;6,252;6,613;6,782;7,266;7,495;7,653;7,942;8,038;8,128;8,427;8,478;8,616;8,780;8,793;8,779;8,934;8,856;8,713;8,913;9,220;9,553;9,964;10,111
D1;Rémunération des salariés;GF1003;10.3 - Survivants;FRA;France;0,046;0,048;0,050;0,051;0,052;0,053;0,055;0,057;0,059;0,060;0,062;0,070;0,076;0,074;0,074;0,065;0,050;0,038;0,038;0,038;0,037;0,037;0,043;0,040;0,039;0,038;0,037;0,037;0,038;0,039
D1;Rémunération des salariés;GF1004;10.4 - Famille et enfants;FRA;France;2,221;2,292;2,203;2,368;2,565;2,875;2,958;3,267;3,495;3,621;3,676;4,272;4,528;4,912;5,081;5,378;5,708;5,811;6,003;6,373;6,534;6,642;6,898;6,846;6,930;7,328;7,471;7,767;8,276;8,449
D1;Rémunération des salariés;GF1005;10.5 - Chômage;FRA;France;0,988;0,984;0,999;1,015;1,048;1,140;1,190;1,254;1,336;1,424;1,454;1,732;1,867;1,726;2,234;2,639;2,753;2,772;2,861;2,952;2,980;3,010;3,040;2,992;3,011;3,127;3,253;3,317;3,443;3,508
D1;Rémunération des salariés;GF1006;10.6 - Logement;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,002;0,005;0,006;0,008;0,009;0,019;0,021;0,023;0,022;0,022;0,021;0,020;0,023;0,024;0,026
D1;Rémunération des salariés;GF1007;10.7 - Exclusion sociale n.c.a.;FRA;France;0,769;0,832;0,771;0,856;0,954;0,987;1,054;1,185;1,343;1,385;1,501;1,867;2,010;2,193;2,342;2,337;2,477;2,502;2,569;2,638;2,666;2,651;2,732;2,788;2,810;2,969;3,000;3,265;3,595;3,911
D1;Rémunération des salariés;GF1009;10.9 - Protection sociale n.c.a.;FRA;France;1,007;1,051;1,073;1,134;1,226;1,295;1,376;1,484;1,596;1,659;1,751;1,847;1,987;2,048;2,121;2,036;2,131;2,137;2,221;2,287;2,260;2,250;2,290;2,239;2,260;2,292;2,313;2,379;2,338;2,174
P2;Consommation intermédiaire;GF01;01 - Services généraux des administrations publiques;FRA;France;10,356;10,504;11,635;12,016;12,807;13,793;13,314;13,102;11,773;12,826;13,399;13,574;13,816;13,959;15,325;17,262;15,970;16,176;16,817;17,179;16,758;17,357;17,068;16,524;16,485;16,421;17,117;17,703;15,571;15,844
P2;Consommation intermédiaire;GF0101;01.1 - Fonctionnement des organes exécutifs et législatifs, affaires financières et fiscales, affaires étrangères;FRA;France;3,194;3,119;3,302;3,142;3,198;3,182;2,791;2,808;2,459;2,461;2,400;2,502;2,585;2,295;2,592;3,037;2,566;2,586;2,949;2,641;2,458;2,715;2,423;2,430;2,470;2,514;3,110;3,228;3,243;3,361
