Cde_Transaction;Transaction;Cde_Pays;Pays;Cde_Devise;Devise;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
D2122B;Montants compensatoires monétaires prélevés à l'importation;BEL;Belgique;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D51D;Taxes sur les gains des loteries et des paris;BEL;Belgique;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2122F;Bénéfices des monopoles sur l'importation;BEL;Belgique;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D59E;Impôts sur les transactions internationales;BEL;Belgique;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D214K;Droits sur les exportations et montants compensatoires monétaires prélevés à l'exportation;BEL;Belgique;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D29D;Impôts sur les transactions internationales;BEL;Belgique;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D214E;Taxes sur les spectacles et divertissements;BEL;Belgique;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D91C;Autres impôts en capital n.c.a.;BEL;Belgique;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2122E;Impôts sur des services déterminés;BEL;Belgique;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D214H;Autres taxes sur des services déterminés;BEL;Belgique;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,50;40,30;42,30
D214I;Impôts généraux sur les ventes ou le chiffre d'affaires;BEL;Belgique;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2121;Droits sur les importations;BEL;Belgique;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2122A;Prélèvements sur les produits agricoles importés;BEL;Belgique;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D613CSN;Cotisations sociales obligatoires à la charge des travailleurs indépendants et des personnes n'occupant pas d'emploi;BEL;Belgique;EUR;Euro;3161,80;3250,10;3413,10;3536,70;3722,90;3865,60;4349,80;4571,50;4637,40;4708,70;4928,70;5135,80;5226,00;5537,20;5753,20;5921,30;6102,00;6230,00;6104,10;6327,70;6737,50;7312,20;7460,40
D214C;Impôts sur les opérations financières et les opérations en capital;BEL;Belgique;EUR;Euro;2377,10;2541,40;2714,30;3129,20;3476,40;3701,10;3544,90;3095,90;3493,00;3771,20;3781,80;3886,10;4081,00;4358,20;4463,70;4800,30;4899,30;5378,70;4960,90;5942,70;5616,50;4999,30;5488,20
D91;Impôts en capital;BEL;Belgique;EUR;Euro;1255,90;1390,40;2176,60;1872,80;2153,30;2215,70;2370,10;2234,70;2596,30;2771,70;3318,00;3973,00;3898,20;3638,80;3346,50;3616,50;3772,00;3391,10;3287,60;4079,00;3902,30;3958,60;4257,70
D29C;Impôts sur la masse salariale ou les effectifs employés;BEL;Belgique;EUR;Euro;22,30;22,00;21,50;19,70;12,40;9,60;7,30;5,20;2,30;-0,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D29H;Autres impôts sur la production n.c.a.;BEL;Belgique;EUR;Euro;768,70;887,60;963,80;919,90;1146,20;1071,30;1417,30;1681,70;1815,60;1557,10;2536,30;2546,00;2782,80;2641,30;2864,00;2755,60;2858,70;2896,90;2792,00;2801,40;3429,10;4982,30;3375,40
D214G;Taxes sur les primes d'assurance;BEL;Belgique;EUR;Euro;1408,80;1517,20;1566,70;1622,20;1818,00;1929,70;1970,30;2018,60;2122,80;2109,40;2222,90;2285,10;2262,50;2307,10;2352,90;2381,70;2470,20;2511,90;2565,90;2652,50;2745,00;2944,50;3111,40
D214J;Bénéfices des monopoles fiscaux;BEL;Belgique;EUR;Euro;277,50;245,60;218,80;224,80;223,00;224,90;239,90;240,40;242,50;231,00;241,60;214,80;206,10;206,10;201,00;185,30;185,30;185,30;185,30;185,30;200,00;200,00;220,00
D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;BEL;Belgique;EUR;Euro;674,10;723,80;778,20;842,10;829,30;863,70;875,20;728,50;764,10;723,90;790,20;859,80;906,10;940,90;1007,10;997,40;1044,20;1056,90;1087,30;1079,60;1417,20;1397,70;1041,50
ODA;Total des recettes fiscales;BEL;Belgique;EUR;Euro;82019,00;83318,50;89001,60;92975,80;97241,40;101348,70;104959,90;99378,40;106164,10;112400,10;118526,60;123146,30;125304,10;126792,30;129940,40;137121,00;142580,90;141972,60;134836,40;150455,00;164187,70;173967,40;182413,60
D61;Cotisations sociales nettes;BEL;Belgique;EUR;Euro;44136,40;45037,10;46521,00;47826,90;50029,70;53122,60;56169,40;57574,60;58920,20;61911,90;64488,10;66143,20;66892,60;68119,30;67725,40;69774,00;71356,60;73674,20;73100,60;76662,60;83216,80;90165,00;94307,90
D6122;Cotisations imputées autres que de pension à la charge des employeurs;BEL;Belgique;EUR;Euro;528,40;507,20;513,60;507,70;510,40;518,20;543,70;544,00;547,90;568,30;560,20;602,80;602,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D51E;Autres impôts sur le revenu n.c.a.;BEL;Belgique;EUR;Euro;737,00;783,80;734,00;725,20;722,70;858,70;754,40;810,90;830,80;804,30;853,50;878,90;1012,50;970,60;1053,90;1024,30;1129,00;1187,40;1273,40;1302,20;1284,30;1242,30;1226,80
D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;BEL;Belgique;EUR;Euro;2210,30;2266,20;2365,00;2427,30;2569,40;2678,40;3066,10;3233,90;3342,40;3400,20;3538,60;3703,10;3725,50;3974,90;4071,30;4153,10;4238,00;4327,10;4087,80;4433,20;4596,30;5047,20;5322,30
D6121;Cotisations de pension imputées à la charge des employeurs;BEL;Belgique;EUR;Euro;5298,80;5412,10;5621,20;5771,30;6274,00;6619,00;7008,70;7399,50;7638,60;8150,80;8568,90;8935,60;8985,60;9236,30;9528,70;9915,00;10167,10;10387,90;10725,60;10999,60;12032,10;12996,10;13563,50
D214F;Taxes sur les loteries, les jeux et les paris;BEL;Belgique;EUR;Euro;46,20;43,00;46,00;48,40;57,40;63,70;68,10;74,40;76,80;58,40;63,30;72,50;76,00;79,50;90,20;93,90;103,10;107,20;93,10;104,20;136,20;151,70;151,10
D611;Cotisations sociales effectives à la charge des employeurs;BEL;Belgique;EUR;Euro;23137,90;23708,60;24414,20;25251,40;26446,90;28215,90;29803,00;30354,80;31041,20;32720,60;34116,00;34914,50;35324,10;36239,60;35196,80;36119,40;36585,10;37902,10;37351,60;39411,70;42730,10;46011,60;48553,70
D995E;Cotisations sociales effectives à la charge des employeurs dues non recouvrables;BEL;Belgique;EUR;Euro;245,50;247,20;252,40;258,60;60,00;51,80;58,00;98,30;159,20;183,30;209,80;194,30;150,00;140,80;143,70;101,00;74,70;86,50;96,70;50,60;83,10;100,00;100,00
D214A;Droits d'accise et impôts de consommation;BEL;Belgique;EUR;Euro;5520,60;5844,70;6444,40;6645,30;6566,50;6888,80;6905,30;6843,10;7470,70;7865,60;8169,10;8576,30;8861,90;9320,80;10205,80;10629,70;10974,20;10931,40;10020,10;11000,80;10066,10;10878,50;11421,70
D59A;Impôts courants sur le capital;BEL;Belgique;EUR;Euro;316,70;298,70;346,30;359,10;517,50;428,00;504,20;478,00;516,80;503,90;551,80;553,30;582,90;602,80;735,00;617,10;849,30;861,30;660,90;1061,60;1131,00;1152,10;1358,90
D2122C;Droits d'accise;BEL;Belgique;EUR;Euro;674,10;723,80;778,20;842,10;829,30;863,70;875,20;728,50;764,10;723,90;790,20;859,80;906,10;940,90;1007,10;997,40;1044,20;1056,90;1087,30;1079,60;1417,20;1397,70;1041,50
D613;Cotisations sociales effectives à la charge des ménages;BEL;Belgique;EUR;Euro;15163,80;15404,80;15967,90;16295,20;16793,50;17767,50;18817,80;19278,50;19695,10;20471,20;21238,50;21686,60;21980,80;22644,40;22998,60;23738,20;24602,90;25382,90;25022,20;26250,50;28454,00;31156,70;32190,10
D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;BEL;Belgique;EUR;Euro;11950,00;12104,70;12505,40;12707,90;13015,40;13847,30;14405,90;14644,80;14995,50;15695,80;16238,70;16476,40;16681,70;17035,60;17173,80;17744,00;18417,70;19070,60;18837,40;19841,00;21645,40;23770,60;24660,80
D91A;Impôts sur les transferts en capital;BEL;Belgique;EUR;Euro;1172,30;1292,00;1562,30;1749,40;1949,80;2053,00;2198,50;2049,80;2269,40;2434,40;2728,40;3096,10;2760,00;2996,20;2928,10;3119,40;3196,30;2935,60;2966,70;3663,30;3577,70;3601,90;3792,60
D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;BEL;Belgique;EUR;Euro;951,50;983,90;1048,10;1109,40;1153,50;1187,20;1283,70;1337,60;1295,00;1308,50;1390,10;1432,70;1500,50;1562,30;1681,90;1768,20;1864,00;1902,90;2016,30;1894,50;2141,20;2265,00;2138,10
D29E;Autorisations d'exercer des activités commerciales ou professionnelles;BEL;Belgique;EUR;Euro;38,10;38,00;39,40;41,90;44,80;48,10;76,00;145,30;252,00;779,90;1238,50;776,30;572,70;586,20;441,00;440,40;431,80;429,10;435,10;445,70;456,90;459,30;437,80
D995A;Impôts sur les produits dus non recouvrables;BEL;Belgique;EUR;Euro;223,30;522,50;285,60;193,80;307,80;275,90;645,70;814,30;366,70;525,60;576,30;488,10;286,50;357,40;429,20;491,80;492,10;479,40;476,60;429,80;410,80;414,70;534,80
D21;Impôts sur les produits;BEL;Belgique;EUR;Euro;29706,90;30742,90;32878,50;34821,50;36505,10;38423,70;38951,20;37973,10;40436,60;41927,20;43292,20;44240,40;44755,60;45738,60;48130,20;49979,60;51932,20;53237,60;49159,10;56526,70;57330,40;59185,40;60780,00
D59B;Impôts de capitation;BEL;Belgique;EUR;Euro;80,00;76,10;62,10;70,50;71,50;60,70;58,40;58,90;35,60;42,50;45,40;46,30;43,60;39,50;0,10;0,10;0,00;0,00;0,00;-0,20;0,00;0,00;0,00
D995C;Impôts sur le revenu dus non recouvrables;BEL;Belgique;EUR;Euro;71,50;67,80;60,00;50,80;49,70;53,00;64,60;80,80;70,70;46,30;44,70;47,50;46,40;48,80;45,60;50,50;47,10;45,40;43,70;43,80;38,80;32,70;31,90
D214B;Droits de timbre;BEL;Belgique;EUR;Euro;159,70;159,00;134,70;119,10;45,40;2,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2;Impôts sur la production et les importations;BEL;Belgique;EUR;Euro;34795,20;36187,90;38464,00;40376,10;42374,70;44379,10;45406,90;44931,20;47814,80;49852,20;52624,90;53468,00;54200,20;55113,10;57789,00;59555,20;61619,10;63654,00;59326,90;66883,20;68963,70;73486,20;73616,50
D91B;Prélèvements sur le capital;BEL;Belgique;EUR;Euro;83,60;98,40;614,30;123,40;203,50;162,70;171,60;184,90;326,90;337,40;589,60;876,90;1138,30;642,70;418,30;497,10;575,70;455,60;321,00;415,60;324,60;356,80;465,10
D59D;Paiements effectués par les ménages en vue de l’obtention de licences;BEL;Belgique;EUR;Euro;1194,80;1177,10;1199,40;1216,10;1172,00;1235,00;1166,30;1148,10;1187,60;1275,20;1231,90;1256,90;1218,80;1268,20;1292,90;1330,80;1269,30;1270,10;1259,90;1279,20;1310,40;1372,90;1386,10
D214L;Autres impôts sur les produits n.c.a.;BEL;Belgique;EUR;Euro;196,90;154,90;304,20;377,60;319,50;277,10;243,60;238,20;259,70;284,70;232,60;247,30;231,80;225,30;241,90;201,40;237,70;388,00;253,90;369,20;280,60;279,00;599,20
D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;BEL;Belgique;EUR;Euro;23137,90;23708,60;24414,20;25251,40;26446,90;28215,90;29803,00;30354,80;31041,20;32720,60;34116,00;34914,50;35324,10;36239,60;35196,80;36119,40;36585,10;37902,10;37351,60;39411,70;42730,10;46011,60;48553,70
D211;Taxes du type TVA;BEL;Belgique;EUR;Euro;18793,60;19265,80;20404,30;21533,30;22849,80;24140,10;24746,10;24390,70;25628,40;26504,40;27420,20;27738,10;27804,30;27951,50;29179,20;30254,70;31545,10;32181,30;29537,80;34713,10;36442,10;37828,10;38232,70
D29;Autres impôts sur la production;BEL;Belgique;EUR;Euro;5088,30;5445,00;5585,50;5554,60;5869,60;5955,40;6455,70;6958,10;7378,20;7925,00;9332,70;9227,60;9444,60;9374,50;9658,80;9575,60;9686,90;10416,40;10167,80;10356,50;11633,30;14300,80;12836,50
D613V;Cotisations sociales effectives volontaires des ménages;BEL;Belgique;EUR;Euro;52,00;50,00;49,40;50,60;55,20;54,60;62,10;62,20;62,20;66,70;71,10;74,30;73,10;71,50;71,50;73,00;83,20;82,30;80,70;81,70;71,10;74,00;68,90
D214D;Taxes à l'immatriculation des véhicules;BEL;Belgique;EUR;Euro;252,40;247,50;266,90;279,50;319,80;331,80;357,80;343,30;378,60;378,60;370,50;360,40;325,90;349,20;388,40;435,20;473,10;496,90;454,80;479,30;406,20;466,30;471,90
D995;Transferts en capital des administrations publiques vers les secteurs concernés correspondant à des impôts et contributions sociales notifiés mais non susceptible d'être perçus;BEL;Belgique;EUR;Euro;540,30;837,50;598,00;503,20;417,50;380,70;768,30;993,40;596,60;755,20;830,80;729,90;482,90;547,00;618,50;643,30;613,90;611,30;617,00;524,20;532,70;547,50;666,70
D212;Impôts et droits sur les importations, à l'exclusion de la TVA;BEL;Belgique;EUR;Euro;674,10;723,80;778,20;842,10;829,30;863,70;875,20;728,50;764,10;723,90;790,20;859,80;906,10;940,90;1007,10;997,40;1044,20;1056,90;1087,30;1079,60;1417,20;1397,70;1041,50
D29A;Impôts sur les terrains, bâtiments et autres constructions;BEL;Belgique;EUR;Euro;3411,40;3638,00;3678,90;3705,20;3821,70;3950,70;4101,70;4231,00;4409,50;4637,50;4665,00;4942,30;5068,80;5147,40;5342,90;5430,00;5359,70;5807,70;5722,40;5887,50;6285,00;7201,80;7284,70
D59;Autres impôts courants;BEL;Belgique;EUR;Euro;1667,10;1629,80;1692,00;1732,40;1850,30;1822,20;1838,70;1792,30;1851,60;1934,30;1941,80;1866,90;1858,00;1932,00;2049,90;1970,10;2141,20;2154,50;1944,50;2364,70;2466,10;2550,30;2771,00
D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;BEL;Belgique;EUR;Euro;35423,40;35417,90;36949,20;38458,40;38779,40;40324,40;42999,80;41501,50;43822,10;46367,80;48164,40;50767,60;51752,50;51493,90;51064,20;52860,10;54131,00;53857,60;54002,70;56806,40;65889,90;69465,50;73515,40
D612;Cotisations sociales imputées à la charge des employeurs;BEL;Belgique;EUR;Euro;5827,20;5919,30;6134,80;6279,00;6784,30;7137,30;7552,30;7943,50;8186,30;8719,00;9129,10;9538,40;9587,70;9236,30;9528,70;9915,00;10167,10;10387,90;10725,60;10999,60;12032,10;12996,10;13563,50
D51O;Impôts sur le revenu des sociétés y compris les gains de détention;BEL;Belgique;EUR;Euro;8140,40;7908,60;8985,90;9810,90;11361,00;11748,70;11590,00;8107,60;9248,60;10670,00;11623,70;12192,00;12582,50;13643,80;14636,90;18094,70;19788,50;17728,00;15001,20;19019,10;21681,50;23264,10;27026,60
D613C;Cotisations sociales effectives obligatoires à la charge des ménages;BEL;Belgique;EUR;Euro;15111,80;15354,80;15918,50;16244,60;16738,30;17712,90;18755,70;19216,30;19632,90;20404,50;21167,40;21612,20;21907,70;22572,80;22927,00;23665,30;24519,70;25300,60;24941,50;26168,70;28382,90;31082,80;32121,20
D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;BEL;Belgique;EUR;Euro;120320,70;122431,90;129383,70;134522,40;140481,80;147332,10;153580,70;149011,70;156900,40;165591,90;173881,10;179747,40;182609,00;185676,30;188135,80;196978,60;203768,90;205257,60;197210,20;216117,20;235371,80;251135,70;263157,40
D29B;Impôts sur l'utilisation d'actifs fixes;BEL;Belgique;EUR;Euro;640,30;631,10;651,60;703,60;650,90;697,60;673,70;715,80;706,20;772,90;716,50;756,70;742,30;745,00;649,70;645,00;663,30;679,40;650,30;642,40;698,60;734,00;732,60
D29F;Impôts sur les émissions polluantes;BEL;Belgique;EUR;Euro;207,50;228,30;230,30;164,30;193,60;178,10;179,70;179,10;192,60;177,90;176,40;206,30;278,00;254,60;361,20;304,60;373,40;603,30;568,00;579,50;763,70;923,40;1006,00
D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;BEL;Belgique;EUR;Euro;8140,40;7908,60;8985,90;9810,90;11361,00;11748,70;11590,00;8107,60;9248,60;10670,00;11623,70;12192,00;12582,50;13643,80;14636,90;18094,70;19788,50;17728,00;15001,20;19019,10;21681,50;23264,10;27026,60
D51;Impôts sur le revenu;BEL;Belgique;EUR;Euro;44300,80;44110,30;46669,10;48994,50;50863,10;52931,80;55344,20;50420,00;53901,50;57842,10;60641,60;63838,50;65347,50;66108,30;66755,00;71979,10;75048,50;72773,00;70277,30;77127,70;88855,70;93971,90;101768,80
ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;BEL;Belgique;EUR;Euro;125615,10;127518,10;134924,60;140299,50;146853,60;154090,60;160361,00;155959,60;164487,70;173556,80;182183,90;188559,60;191713,80;194364,60;197047,30;206251,70;213323,60;215035,50;207320,00;226593,40;246871,80;263584,90;276054,80
D61SC;Rémunération du service des régimes d'assurance sociale (-);BEL;Belgique;EUR;Euro;1,30;1,20;1,60;4,20;5,30;4,50;6,50;6,00;7,20;6,30;2,40;2,70;2,60;2,20;0,20;0,10;0,10;0,10;0,10;0,10;0,10;0,10;0,10
D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;BEL;Belgique;EUR;Euro;10239,20;10753,30;11696,00;12446,10;12826,00;13419,90;13329,90;12853,90;14044,10;14698,90;15081,80;15642,50;16045,20;16846,20;17943,90;18727,50;19342,90;19999,40;18534,00;20734,00;19471,10;19959,60;21505,80
ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;BEL;Belgique;EUR;Euro;119728,40;121544,40;128736,30;133968,60;140009,10;146896,80;152750,30;147956,10;156241,60;164770,10;172979,10;178943,20;182053,10;185057,60;187445,80;196262,30;203071,90;204563,90;196512,40;215511,20;234768,00;250514,20;262421,60
D5;Impôts courants sur le revenu, le patrimoine, etc.;BEL;Belgique;EUR;Euro;45967,90;45740,10;48361,10;50726,90;52713,40;54754,00;57182,90;52212,30;55753,10;59776,40;62583,40;65705,40;67205,50;68040,30;68804,90;73949,20;77189,70;74927,50;72221,80;79492,40;91321,80;96522,20;104539,80
D59F;Autres impôts courants n.c.a.;BEL;Belgique;EUR;Euro;75,60;77,90;84,20;86,70;89,30;98,50;109,80;107,30;111,60;112,70;112,70;10,40;12,70;21,50;21,90;22,10;22,60;23,10;23,70;24,10;24,70;25,30;26,00
D61N;Cotisations sociales effectives des employeurs et des ménages;BEL;Belgique;EUR;Euro;38301,70;39113,40;40382,10;41546,60;43240,40;45983,40;48620,80;49633,30;50736,30;53191,80;55354,50;56601,10;57304,90;58884,00;58195,40;59857,60;61188,00;63285,00;62373,80;65662,20;71184,10;77168,30;80743,80
D614;Suppléments de cotisations sociales à la charge des ménages;BEL;Belgique;EUR;Euro;8,80;5,60;5,70;5,50;10,30;6,40;2,80;3,80;4,80;7,30;7,00;6,40;2,50;1,40;1,50;1,50;1,50;1,50;1,40;1,00;0,70;0,70;0,90
D51A;Impôts sur le revenu des personnes physiques ou des ménages non compris les gains de détention;BEL;Belgique;EUR;Euro;35423,40;35417,90;36949,20;38458,40;38779,40;40324,40;42999,80;41501,50;43822,10;46367,80;48164,40;50767,60;51752,50;51493,90;51064,20;52860,10;54131,00;53857,60;54002,70;56806,40;65889,90;69465,50;73515,40
D2122A;Prélèvements sur les produits agricoles importés;DEU;Allemagne;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D29F;Impôts sur les émissions polluantes;DEU;Allemagne;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;932,00;527,00;1358,00;2294,00;1829,00;1852,00;1768,00;1532,00;850,00;1148,00;2581,00;3163,00;2662,00;12963,00;13036,00;18628,00
D214H;Autres taxes sur des services déterminés;DEU;Allemagne;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;959,00;954,00;955,00;988,00;1027,00;1075,00;1117,00;1203,00;1167,00;349,00;539,00;1168,00;1510,00;1877,00
D2121;Droits sur les importations;DEU;Allemagne;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D614;Suppléments de cotisations sociales à la charge des ménages;DEU;Allemagne;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D61SC;Rémunération du service des régimes d'assurance sociale (-);DEU;Allemagne;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D214C;Impôts sur les opérations financières et les opérations en capital;DEU;Allemagne;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D611V;Cotisations sociales effectives volontaires des employeurs;DEU;Allemagne;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2122B;Montants compensatoires monétaires prélevés à l'importation;DEU;Allemagne;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D613CSN;Cotisations sociales obligatoires à la charge des travailleurs indépendants et des personnes n'occupant pas d'emploi;DEU;Allemagne;EUR;Euro;61429,00;63324,00;65538,00;67685,00;66490,00;62694,00;63159,00;71229,00;70371,00;70284,00;71356,00;73079,00;74711,00;77584,00;80554,00;84434,00;86620,00;92342,00;97291,00;99258,00;101678,00;109182,00;117864,00
D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;DEU;Allemagne;EUR;Euro;14592,00;15019,00;14242,00;13619,00;13402,00;12650,00;12503,00;13503,00;15296,00;18152,00;17485,00;18222,00;19098,00;18855,00;21050,00;22675,00;24568,00;25527,00;25710,00;26343,00;23993,00;28803,00;28749,00
D613C;Cotisations sociales effectives obligatoires à la charge des ménages;DEU;Allemagne;EUR;Euro;200568,00;205209,00;206382,00;208892,00;211188,00;209702,00;213017,00;219865,00;223214,00;232644,00;239039,00;244743,00;253650,00;263891,00;277178,00;291263,00;303395,00;312568,00;314555,00;328404,00;348112,00;371904,00;397945,00
D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;DEU;Allemagne;EUR;Euro;4061,00;3922,00;3943,00;4007,00;4110,00;4051,00;4173,00;8197,00;7905,00;8449,00;8486,00;8460,00;8504,00;8799,00;9122,00;9399,00;9518,00;10189,00;10465,00;10892,00;11295,00;11812,00;11725,00
D51;Impôts sur le revenu;DEU;Allemagne;EUR;Euro;224662,00;225367,00;225512,00;234879,00;262906,00;286149,00;300226,00;267770,00;267015,00;292154,00;312554,00;326253,00;338800,00;356939,00;382350,00;406706,00;429888,00;442825,00;413825,00;470215,00;515156,00;517508,00;536831,00
D61;Cotisations sociales nettes;DEU;Allemagne;EUR;Euro;394307,00;401896,00;401602,00;401237,00;405332,00;404635,00;412551,00;415558,00;426490,00;442622,00;454584,00;465363,00;482336,00;501157,00;524258,00;549481,00;572583,00;598227,00;608093,00;632317,00;667261,00;710828,00;756551,00
D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;DEU;Allemagne;EUR;Euro;57368,00;59402,00;61595,00;63678,00;62380,00;58643,00;58986,00;63032,00;62466,00;61835,00;62870,00;64619,00;66207,00;68785,00;71432,00;75035,00;77102,00;82153,00;86826,00;88366,00;90383,00;97370,00;106139,00
D21;Impôts sur les produits;DEU;Allemagne;EUR;Euro;221296,00;226556,00;225239,00;227411,00;237532,00;262623,00;267890,00;270624,00;270735,00;290865,00;295773,00;306313,00;317751,00;328244,00;337957,00;350843,00;359753,00;370631,00;346543,00;386043,00;399178,00;392958,00;402315,00
