Année;Cde_Âge;Cde_Pays;Pays;Cde_Mesure;Mesure;Cde_Sexe;Sexe;Âge;Valeur_Mesurée
2024;Y_GE65;LUX;Luxembourg;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;13,789
2024;Y_GE65;LUX;Luxembourg;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;15,134
2024;Y_GE65;LUX;Luxembourg;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;16,495
2024;Y_LT15;LUX;Luxembourg;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;15,703
2024;Y_LT15;LUX;Luxembourg;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;15,440
2024;Y_LT15;LUX;Luxembourg;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,963
2024;Y15T64;LUX;Luxembourg;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;70,249
2024;Y15T64;LUX;Luxembourg;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;68,065
2024;Y15T64;LUX;Luxembourg;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;69,163
2002;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1570504,000
2002;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;361059,000
2002;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;751188,000
2002;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;115878,000
2002;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;245181,000
2002;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;819316,000
2002;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;10,926
2002;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;15,629
2002;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;19,620
2002;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;16,389
2002;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;14,816
2002;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;18,243
2002;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;70,831
2002;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,564
2002;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;67,982
2003;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1560004,000
2003;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;366967,000
2003;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;746745,000
2003;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;118412,000
2003;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;248555,000
2003;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;813259,000
2003;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;11,281
2003;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;16,039
2003;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;20,072
2003;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;15,778
2003;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;14,253
2003;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;17,576
2003;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;71,143
2003;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,675
2003;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;68,183
2004;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1546377,000
2004;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;372046,000
2004;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;741592,000
2004;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;120545,000
2004;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;251501,000
2004;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;804785,000
2004;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;11,610
2004;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;16,439
2004;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;20,533
2004;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;15,231
2004;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,761
2004;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;16,966
2004;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;71,424
2004;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,706
2004;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;68,329
2005;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1532089,000
2005;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;376540,000
2005;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;736140,000
2005;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;122138,000
2005;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;254402,000
2005;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;795949,000
2005;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;11,892
2005;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;16,819
2005;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;20,995
2005;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,748
2005;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,317
2005;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;16,435
2005;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;71,673
2005;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,688
2005;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;68,434
2006;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1518178,000
2006;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;381478,000
2006;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;730989,000
2006;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;123921,000
2006;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;257557,000
2006;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;787189,000
2006;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;12,174
2006;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;17,196
2006;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;21,455
2006;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,366
2006;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;12,969
2006;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;16,014
2006;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;71,812
2006;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,576
2006;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;68,437
2007;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1504936,000
2007;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;384946,000
2007;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;726400,000
2007;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;125208,000
2007;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;259738,000
2007;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;778536,000
2007;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;12,392
2007;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;17,495
2007;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;21,828
2007;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,109
2007;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;12,743
2007;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,717
2007;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;71,891
2007;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,428
2007;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;68,396
2008;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1485923,000
2008;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;385572,000
2008;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;718022,000
2008;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;125305,000
2008;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;260267,000
2008;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;767901,000
2008;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;12,532
2008;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;17,709
2008;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;22,104
2008;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,046
2008;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;12,680
2008;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,654
2008;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;71,813
2008;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,216
2008;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;68,245
2009;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1454408,000
2009;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;384821,000
2009;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;702118,000
2009;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;124857,000
2009;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;259964,000
2009;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;752290,000
2009;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;12,717
2009;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;17,968
2009;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;22,413
2009;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,122
2009;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;12,728
2009;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,769
2009;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;71,514
2009;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;64,859
2009;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;67,910
2010;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1417478,000
2010;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;382658,000
2010;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;683372,000
2010;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;123863,000
2010;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;258795,000
2010;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;734106,000
2010;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;12,910
2010;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;18,243
2010;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;22,739
2010;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,179
2010;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;12,759
2010;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,863
2010;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;71,227
2010;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;64,502
2010;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;67,578
2011;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1386015,000
2011;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;380341,000
2011;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;668344,000
2011;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;122853,000
2011;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;257488,000
2011;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;717671,000
2011;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;13,050
2011;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;18,466
2011;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;23,024
2011;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,242
2011;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;12,803
2011;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,953
2011;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;70,997
2011;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;64,173
2011;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;67,292
2012;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1362420,000
2012;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;379663,000
2012;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;658237,000
2012;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;122708,000
2012;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;256955,000
2012;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;704183,000
2012;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;13,185
2012;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;18,663
2012;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;23,283
2012;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,366
2012;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;12,911
2012;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;16,090
2012;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;70,725
2012;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;63,806
2012;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;66,972
2013;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1338599,000
2013;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;380697,000
2013;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;647939,000
2013;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;123501,000
2013;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;257196,000
2013;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;690660,000
2013;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;13,398
2013;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;18,915
2013;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;23,578
2013;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,575
2013;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,107
2013;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;16,312
2013;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;70,290
2013;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;63,315
2013;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;66,509
2014;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1314385,000
2014;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;383348,000
2014;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;637567,000
2014;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;124738,000
2014;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;258610,000
2014;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;676818,000
2014;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;13,646
2014;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;19,227
2014;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;23,953
2014;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,849
2014;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,359
2014;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;16,609
2014;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;69,746
2014;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;62,688
2014;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;65,924
2015;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1292707,000
2015;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;385827,000
2015;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;628252,000
2015;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;125926,000
2015;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;259901,000
2015;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;664455,000
2015;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;13,872
2015;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;19,511
2015;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;24,295
2015;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;15,119
2015;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,593
2015;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;16,918
2015;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;69,210
2015;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;62,112
2015;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;65,370
2016;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1270365,000
2016;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;387246,000
2016;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;617762,000
2016;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;126867,000
2016;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;260379,000
2016;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;652603,000
2016;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,096
2016;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;19,762
2016;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;24,575
2016;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;15,408
2016;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,833
2016;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;17,263
2016;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;68,641
2016;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;61,593
2016;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;64,830
2017;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1249424,000
2017;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;388381,000
2017;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;608237,000
2017;Y_GE65;LVA;Lettonie;PS;Personnes;M;Sexe masculin;65 ans et plus;127565,000
2017;Y_GE65;LVA;Lettonie;PS;Personnes;F;Sexe féminin;65 ans et plus;260816,000
2017;Y15T64;LVA;Lettonie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;641187,000
2017;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,290
2017;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;19,996
2017;Y_GE65;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;24,849
2017;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;15,675
2017;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;14,061
2017;Y_LT15;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;17,572
2017;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;68,137
2017;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;61,090
2017;Y15T64;LVA;Lettonie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;64,329
2018;Y15T64;LVA;Lettonie;PS;Personnes;_T;Total;De 15 à 64 ans;1233068,000
2018;Y_GE65;LVA;Lettonie;PS;Personnes;_T;Total;65 ans et plus;388917,000
2018;Y15T64;LVA;Lettonie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;601837,000
