Cde_Pays;Pays;Cde_Dépense;Dépense;Année;Montant
DEU;Allemagne;GF03;Ordre et sécurité publics;2008;37,692000
DEU;Allemagne;GF06;Logement et développement collectif;2008;18,404000
DEU;Allemagne;GF0501;Gestion des déchets;2008;4,179000
DEU;Allemagne;GF04;Affaires économiques;2008;114,445000
DEU;Allemagne;GF1007;Exclusion sociale n.c.a.;2008;7,193000
DEU;Allemagne;GF1005;Chômage;2008;54,935000
DEU;Allemagne;GF09;Enseignement;2008;101,060000
DEU;Allemagne;GF0905;Enseignement non défini par niveau;2008;2,918000
DEU;Allemagne;GF0104;Recherche fondamentale;2008;19,868000
DEU;Allemagne;GF0908;Enseignement n.c.a.;2008;1,351000
DEU;Allemagne;GF0205;Défense n.c.a.;2008;0,342000
DEU;Allemagne;GF0906;Services annexes à l'enseignement;2008;4,527000
DEU;Allemagne;GF0506;Protection de l'environnement n.c.a.;2008;1,122000
DEU;Allemagne;GF0405;Transports;2008;52,114000
DEU;Allemagne;GF0902;Enseignement secondaire;2008;42,538000
DEU;Allemagne;GF0705;RetD dans le domaine de la santé;2008;1,587000
DEU;Allemagne;GF0702;Services ambulatoires;2008;47,640000
DEU;Allemagne;GF1003;Survivants;2008;48,636000
DEU;Allemagne;GF0404;Industries extractives et manufacturières, construction;2008;6,729000
DEU;Allemagne;GF0304;Administration pénitentiaire;2008;2,527000
DEU;Allemagne;GF0103;Services généraux;2008;25,005000
DEU;Allemagne;GF0202;Défense civile;2008;0,119000
DEU;Allemagne;GF0503;Lutte contre la pollution;2008;1,928000
DEU;Allemagne;GF0102;Aide économique extérieure;2008;7,339000
DEU;Allemagne;GF0601;Logements;2008;9,127000
DEU;Allemagne;GF0408;RetD concernant les affaires économiques;2008;3,607000
DEU;Allemagne;GF0704;Services de santé publique;2008;0,761000
DEU;Allemagne;GF0802;Services culturels;2008;9,239000
DEU;Allemagne;GF0603;Alimentation en eau;2008;0,790000
DEU;Allemagne;GF1002;Vieillesse;2008;236,592000
DEU;Allemagne;GF1009;Protection sociale n.c.a.;2008;19,207000
DEU;Allemagne;GF0406;Communications;2008;0,452000
DEU;Allemagne;GF0806;Loisirs, culture et culte n.c.a.;2008;0,916000
DEU;Allemagne;GF10;Sécurité sociale et oeuvres sociales;2008;478,680000
DEU;Allemagne;GF0303;Tribunaux;2008;10,249000
DEU;Allemagne;GF0505;RetD dans le domaine de la protection de l'environnement;2008;0,682000
DEU;Allemagne;GF0106;Services généraux des administrations publiques n.c.a.;2008;2,572000
DEU;Allemagne;GF0402;Agriculture, sylviculture, pêche et chasse;2008;5,385000
DEU;Allemagne;GF0604;Éclairage public;2008;0,936000
DEU;Allemagne;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2008;44,472000
DEU;Allemagne;GF0409;Affaires économiques n.c.a.;2008;5,573000
DEU;Allemagne;GF0907;RetD dans le domaine de l'enseignement;2008;0,177000
DEU;Allemagne;GF1001;Maladie et invalidité;2008;65,016000
DEU;Allemagne;GF08;Loisirs, culture et cultes;2008;28,421000
DEU;Allemagne;GF0703;Services hospitaliers;2008;64,268000
DEU;Allemagne;GF0602;Équipements collectifs;2008;5,273000
DEU;Allemagne;GF05;Protection de l'environnement;2008;12,922000
DEU;Allemagne;GF0606;Logement et équipements collectifs n.c.a.;2008;2,137000
DEU;Allemagne;GF02;Défense nationale;2008;23,973000
DEU;Allemagne;GF0804;Culte et autres services communautaires;2008;0,645000
DEU;Allemagne;GF0306;Ordre et sécurité publics n.c.a.;2008;1,870000
DEU;Allemagne;GF0605;RetD dans le domaine du logement et des équipements collectifs;2008;0,141000
DEU;Allemagne;GF0803;Services de radiodiffusion, de télévision et d'édition;2008;8,748000
DEU;Allemagne;GF1008;RetD dans le domaine de la protection sociale;2008;0,063000
DEU;Allemagne;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2008;1,236000
DEU;Allemagne;GF0302;Services de protection civile;2008;5,152000
DEU;Allemagne;GF0105;RetD concernant des services généraux des administrations publiques;2008;0,272000
DEU;Allemagne;GF0203;Aide militaire à des pays étrangers;2008;0,989000
DEU;Allemagne;GF0407;Autres branches d'activité;2008;4,455000
DEU;Allemagne;GF0701;Produits, appareils et matériels médicaux;2008;39,371000
DEU;Allemagne;GF0107;Opérations concernant la dette publique;2008;70,254000
DEU;Allemagne;GF0204;R et D concernant la défense;2008;1,079000
DEU;Allemagne;GF0801;Services récréatifs et sportifs;2008;7,637000
DEU;Allemagne;GF0403;Combustibles et énergie;2008;12,851000
DEU;Allemagne;GF0904;Enseignement supérieur;2008;21,250000
DEU;Allemagne;GF0108;Transferts de caractère général entre administrations publiques;2009;0,000000
DEU;Allemagne;GF0904;Enseignement supérieur;2009;22,193000
DEU;Allemagne;GF0403;Combustibles et énergie;2009;14,392000
DEU;Allemagne;GF0801;Services récréatifs et sportifs;2009;7,678000
DEU;Allemagne;GF0204;R et D concernant la défense;2009;1,081000
DEU;Allemagne;GF0107;Opérations concernant la dette publique;2009;67,894000
DEU;Allemagne;GF0701;Produits, appareils et matériels médicaux;2009;41,518000
DEU;Allemagne;GF0407;Autres branches d'activité;2009;4,242000
DEU;Allemagne;GF0302;Services de protection civile;2009;5,498000
DEU;Allemagne;GF0105;RetD concernant des services généraux des administrations publiques;2009;0,314000
DEU;Allemagne;GF0203;Aide militaire à des pays étrangers;2009;1,113000
DEU;Allemagne;GF1008;RetD dans le domaine de la protection sociale;2009;0,069000
DEU;Allemagne;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2009;1,333000
DEU;Allemagne;GF0803;Services de radiodiffusion, de télévision et d'édition;2009;8,938000
DEU;Allemagne;GF0605;RetD dans le domaine du logement et des équipements collectifs;2009;0,188000
DEU;Allemagne;GF0306;Ordre et sécurité publics n.c.a.;2009;2,033000
DEU;Allemagne;GF0804;Culte et autres services communautaires;2009;0,647000
DEU;Allemagne;GF02;Défense nationale;2009;25,829000
DEU;Allemagne;GF0606;Logement et équipements collectifs n.c.a.;2009;1,647000
DEU;Allemagne;GF05;Protection de l'environnement;2009;14,150000
DEU;Allemagne;GF0602;Équipements collectifs;2009;5,552000
DEU;Allemagne;GF0703;Services hospitaliers;2009;68,051000
DEU;Allemagne;GF08;Loisirs, culture et cultes;2009;29,095000
DEU;Allemagne;GF1001;Maladie et invalidité;2009;69,122000
DEU;Allemagne;GF0907;RetD dans le domaine de l'enseignement;2009;0,204000
DEU;Allemagne;GF0409;Affaires économiques n.c.a.;2009;6,295000
DEU;Allemagne;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2009;41,366000
DEU;Allemagne;GF0604;Éclairage public;2009;0,718000
DEU;Allemagne;GF0402;Agriculture, sylviculture, pêche et chasse;2009;5,354000
DEU;Allemagne;GF0106;Services généraux des administrations publiques n.c.a.;2009;3,080000
DEU;Allemagne;GF0505;RetD dans le domaine de la protection de l'environnement;2009;0,821000
DEU;Allemagne;GF0303;Tribunaux;2009;10,508000
DEU;Allemagne;GF10;Sécurité sociale et oeuvres sociales;2009;506,627000
DEU;Allemagne;GF0806;Loisirs, culture et culte n.c.a.;2009;0,778000
DEU;Allemagne;GF0406;Communications;2009;0,568000
DEU;Allemagne;GF1009;Protection sociale n.c.a.;2009;19,752000
DEU;Allemagne;GF1002;Vieillesse;2009;243,375000
DEU;Allemagne;GF0603;Alimentation en eau;2009;0,716000
DEU;Allemagne;GF0802;Services culturels;2009;9,721000
DEU;Allemagne;GF0704;Services de santé publique;2009;1,203000
DEU;Allemagne;GF0601;Logements;2009;7,568000
DEU;Allemagne;GF0408;RetD concernant les affaires économiques;2009;5,290000
DEU;Allemagne;GF0102;Aide économique extérieure;2009;7,351000
DEU;Allemagne;GF0503;Lutte contre la pollution;2009;2,863000
DEU;Allemagne;GF0103;Services généraux;2009;26,213000
DEU;Allemagne;GF0202;Défense civile;2009;0,162000
DEU;Allemagne;GF0304;Administration pénitentiaire;2009;2,655000
DEU;Allemagne;GF1003;Survivants;2009;49,639000
DEU;Allemagne;GF0404;Industries extractives et manufacturières, construction;2009;6,614000
DEU;Allemagne;GF0702;Services ambulatoires;2009;50,382000
DEU;Allemagne;GF0705;RetD dans le domaine de la santé;2009;1,761000
DEU;Allemagne;GF0902;Enseignement secondaire;2009;41,764000
DEU;Allemagne;GF0405;Transports;2009;52,962000
DEU;Allemagne;GF0506;Protection de l'environnement n.c.a.;2009;1,181000
DEU;Allemagne;GF0906;Services annexes à l'enseignement;2009;8,868000
DEU;Allemagne;GF0205;Défense n.c.a.;2009;0,339000
DEU;Allemagne;GF0908;Enseignement n.c.a.;2009;1,371000
DEU;Allemagne;GF0104;Recherche fondamentale;2009;21,771000
DEU;Allemagne;GF0905;Enseignement non défini par niveau;2009;2,909000
DEU;Allemagne;GF1005;Chômage;2009;64,783000
DEU;Allemagne;GF09;Enseignement;2009;106,730000
DEU;Allemagne;GF1007;Exclusion sociale n.c.a.;2009;7,153000
DEU;Allemagne;GF04;Affaires économiques;2009;124,101000
DEU;Allemagne;GF0501;Gestion des déchets;2009;4,316000
DEU;Allemagne;GF06;Logement et développement collectif;2009;16,389000
DEU;Allemagne;GF03;Ordre et sécurité publics;2009;39,344000
DEU;Allemagne;GF07;Santé;2009;174,565000
DEU;Allemagne;GF0502;Gestion des eaux usées;2009;3,887000
DEU;Allemagne;GF1004;Famille et enfants;2009;40,356000
DEU;Allemagne;GF01;Services généraux des administrations publiques;2009;167,989000
DEU;Allemagne;GF0901;Enseignement préélémentaire et primaire;2009;27,631000
DEU;Allemagne;GF0706;Santé n.c.a.;2009;11,650000
DEU;Allemagne;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2009;28,384000
DEU;Allemagne;GF0201;Défense militaire;2009;23,134000
DEU;Allemagne;GF0301;Services de police;2009;18,623000
DEU;Allemagne;GF0903;Enseignement postsecondaire non supérieur;2009;1,790000
DEU;Allemagne;GF0305;RetD concernant l'ordre et la sécurité publics;2009;0,027000
DEU;Allemagne;GF0504;Préservation de la diversité biologique et protection de la nature;2009;1,082000
DEU;Allemagne;GF1006;Logement;2009;12,378000
DEU;Allemagne;GF0108;Transferts de caractère général entre administrations publiques;2010;0,000000
DEU;Allemagne;GF0407;Autres branches d'activité;2010;4,000000
DEU;Allemagne;GF0107;Opérations concernant la dette publique;2010;66,405000
DEU;Allemagne;GF0701;Produits, appareils et matériels médicaux;2010;41,884000
DEU;Allemagne;GF0801;Services récréatifs et sportifs;2010;8,077000
DEU;Allemagne;GF0204;R et D concernant la défense;2010;1,213000
DEU;Allemagne;GF0904;Enseignement supérieur;2010;23,420000
DEU;Allemagne;GF0403;Combustibles et énergie;2010;13,539000
DEU;Allemagne;GF0303;Tribunaux;2010;10,635000
DEU;Allemagne;GF10;Sécurité sociale et oeuvres sociales;2010;513,840000
DEU;Allemagne;GF0505;RetD dans le domaine de la protection de l'environnement;2010;0,886000
DEU;Allemagne;GF0106;Services généraux des administrations publiques n.c.a.;2010;3,332000
DEU;Allemagne;GF0402;Agriculture, sylviculture, pêche et chasse;2010;5,544000
DEU;Allemagne;GF0604;Éclairage public;2010;0,649000
DEU;Allemagne;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2010;44,482000
DEU;Allemagne;GF0409;Affaires économiques n.c.a.;2010;7,360000
DEU;Allemagne;GF0907;RetD dans le domaine de l'enseignement;2010;0,218000
DEU;Allemagne;GF1001;Maladie et invalidité;2010;72,602000
DEU;Allemagne;GF08;Loisirs, culture et cultes;2010;29,591000
DEU;Allemagne;GF0703;Services hospitaliers;2010;70,681000
DEU;Allemagne;GF0602;Équipements collectifs;2010;5,702000
DEU;Allemagne;GF05;Protection de l'environnement;2010;14,048000
DEU;Allemagne;GF0606;Logement et équipements collectifs n.c.a.;2010;1,669000
DEU;Allemagne;GF02;Défense nationale;2010;26,771000
DEU;Allemagne;GF0804;Culte et autres services communautaires;2010;0,672000
DEU;Allemagne;GF0306;Ordre et sécurité publics n.c.a.;2010;2,003000
DEU;Allemagne;GF0605;RetD dans le domaine du logement et des équipements collectifs;2010;0,182000
DEU;Allemagne;GF0803;Services de radiodiffusion, de télévision et d'édition;2010;8,873000
DEU;Allemagne;GF1008;RetD dans le domaine de la protection sociale;2010;0,077000
DEU;Allemagne;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2010;1,401000
DEU;Allemagne;GF0302;Services de protection civile;2010;5,627000
DEU;Allemagne;GF0105;RetD concernant des services généraux des administrations publiques;2010;0,332000
DEU;Allemagne;GF0203;Aide militaire à des pays étrangers;2010;1,258000
DEU;Allemagne;GF1006;Logement;2010;12,524000
DEU;Allemagne;GF0504;Préservation de la diversité biologique et protection de la nature;2010;1,084000
DEU;Allemagne;GF0305;RetD concernant l'ordre et la sécurité publics;2010;0,025000
DEU;Allemagne;GF0903;Enseignement postsecondaire non supérieur;2010;1,884000
DEU;Allemagne;GF0201;Défense militaire;2010;23,809000
DEU;Allemagne;GF0301;Services de police;2010;18,990000
DEU;Allemagne;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2010;56,613000
DEU;Allemagne;GF0706;Santé n.c.a.;2010;11,855000
DEU;Allemagne;GF01;Services généraux des administrations publiques;2010;174,778000
DEU;Allemagne;GF0901;Enseignement préélémentaire et primaire;2010;30,064000
DEU;Allemagne;GF1004;Famille et enfants;2010;42,081000
DEU;Allemagne;GF0502;Gestion des eaux usées;2010;3,740000
DEU;Allemagne;GF07;Santé;2010;179,312000
DEU;Allemagne;GF03;Ordre et sécurité publics;2010;40,006000
DEU;Allemagne;GF0501;Gestion des déchets;2010;4,575000
DEU;Allemagne;GF06;Logement et développement collectif;2010;15,024000
DEU;Allemagne;GF04;Affaires économiques;2010;152,191000
DEU;Allemagne;GF1007;Exclusion sociale n.c.a.;2010;7,285000
DEU;Allemagne;GF1005;Chômage;2010;62,195000
DEU;Allemagne;GF09;Enseignement;2010;113,146000
DEU;Allemagne;GF0905;Enseignement non défini par niveau;2010;2,607000
DEU;Allemagne;GF0104;Recherche fondamentale;2010;22,150000
DEU;Allemagne;GF0908;Enseignement n.c.a.;2010;1,296000
DEU;Allemagne;GF0906;Services annexes à l'enseignement;2010;9,743000
DEU;Allemagne;GF0205;Défense n.c.a.;2010;0,349000
DEU;Allemagne;GF0405;Transports;2010;52,745000
DEU;Allemagne;GF0506;Protection de l'environnement n.c.a.;2010;1,161000
DEU;Allemagne;GF0902;Enseignement secondaire;2010;43,914000
DEU;Allemagne;GF0705;RetD dans le domaine de la santé;2010;1,907000
DEU;Allemagne;GF0702;Services ambulatoires;2010;51,431000
DEU;Allemagne;GF1003;Survivants;2010;50,328000
DEU;Allemagne;GF0404;Industries extractives et manufacturières, construction;2010;6,014000
DEU;Allemagne;GF0304;Administration pénitentiaire;2010;2,726000
DEU;Allemagne;GF0103;Services généraux;2010;28,530000
DEU;Allemagne;GF0202;Défense civile;2010;0,142000
DEU;Allemagne;GF0102;Aide économique extérieure;2010;9,547000
DEU;Allemagne;GF0503;Lutte contre la pollution;2010;2,602000
DEU;Allemagne;GF0601;Logements;2010;6,093000
DEU;Allemagne;GF0408;RetD concernant les affaires économiques;2010;5,634000
DEU;Allemagne;GF0704;Services de santé publique;2010;1,554000
DEU;Allemagne;GF0603;Alimentation en eau;2010;0,729000
DEU;Allemagne;GF0802;Services culturels;2010;9,804000
DEU;Allemagne;GF1002;Vieillesse;2010;246,381000
DEU;Allemagne;GF0406;Communications;2010;0,742000
DEU;Allemagne;GF1009;Protection sociale n.c.a.;2010;20,367000
DEU;Allemagne;GF0806;Loisirs, culture et culte n.c.a.;2010;0,764000
DEU;Allemagne;GF0108;Transferts de caractère général entre administrations publiques;2011;0,000000
DEU;Allemagne;GF0305;RetD concernant l'ordre et la sécurité publics;2011;0,022000
DEU;Allemagne;GF0504;Préservation de la diversité biologique et protection de la nature;2011;1,206000
DEU;Allemagne;GF1006;Logement;2011;13,005000
DEU;Allemagne;GF0903;Enseignement postsecondaire non supérieur;2011;1,957000
DEU;Allemagne;GF0201;Défense militaire;2011;24,838000
DEU;Allemagne;GF0301;Services de police;2011;19,498000
DEU;Allemagne;GF01;Services généraux des administrations publiques;2011;183,609000
DEU;Allemagne;GF0901;Enseignement préélémentaire et primaire;2011;30,944000
DEU;Allemagne;GF0706;Santé n.c.a.;2011;13,172000
DEU;Allemagne;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2011;22,227000
DEU;Allemagne;GF07;Santé;2011;183,393000
DEU;Allemagne;GF0502;Gestion des eaux usées;2011;3,835000
DEU;Allemagne;GF1004;Famille et enfants;2011;41,500000
DEU;Allemagne;GF0104;Recherche fondamentale;2011;23,380000
DEU;Allemagne;GF0905;Enseignement non défini par niveau;2011;2,591000
DEU;Allemagne;GF1005;Chômage;2011;51,687000
DEU;Allemagne;GF09;Enseignement;2011;116,440000
DEU;Allemagne;GF1007;Exclusion sociale n.c.a.;2011;7,769000
DEU;Allemagne;GF04;Affaires économiques;2011;124,642000
DEU;Allemagne;GF0501;Gestion des déchets;2011;4,701000
DEU;Allemagne;GF06;Logement et développement collectif;2011;13,800000
DEU;Allemagne;GF03;Ordre et sécurité publics;2011;40,873000
DEU;Allemagne;GF0908;Enseignement n.c.a.;2011;1,194000
DEU;Allemagne;GF0906;Services annexes à l'enseignement;2011;10,227000
DEU;Allemagne;GF0205;Défense n.c.a.;2011;0,349000
DEU;Allemagne;GF0405;Transports;2011;55,345000
DEU;Allemagne;GF0506;Protection de l'environnement n.c.a.;2011;1,189000
DEU;Allemagne;GF0102;Aide économique extérieure;2011;10,184000
DEU;Allemagne;GF0503;Lutte contre la pollution;2011;3,370000
DEU;Allemagne;GF0103;Services généraux;2011;30,637000
DEU;Allemagne;GF0202;Défense civile;2011;0,161000
DEU;Allemagne;GF0304;Administration pénitentiaire;2011;2,777000
DEU;Allemagne;GF1003;Survivants;2011;50,674000
DEU;Allemagne;GF0404;Industries extractives et manufacturières, construction;2011;5,353000
DEU;Allemagne;GF0702;Services ambulatoires;2011;52,860000
DEU;Allemagne;GF0705;RetD dans le domaine de la santé;2011;1,984000
DEU;Allemagne;GF0902;Enseignement secondaire;2011;44,365000
DEU;Allemagne;GF0601;Logements;2011;4,671000
DEU;Allemagne;GF0408;RetD concernant les affaires économiques;2011;6,307000
DEU;Allemagne;GF0603;Alimentation en eau;2011;0,771000
DEU;Allemagne;GF0802;Services culturels;2011;10,427000
DEU;Allemagne;GF0704;Services de santé publique;2011;1,314000
DEU;Allemagne;GF1002;Vieillesse;2011;249,096000
DEU;Allemagne;GF0406;Communications;2011;0,695000
DEU;Allemagne;GF1009;Protection sociale n.c.a.;2011;19,794000
DEU;Allemagne;GF0806;Loisirs, culture et culte n.c.a.;2011;0,668000
DEU;Allemagne;GF0505;RetD dans le domaine de la protection de l'environnement;2011;0,946000
DEU;Allemagne;GF0303;Tribunaux;2011;10,784000
DEU;Allemagne;GF10;Sécurité sociale et oeuvres sociales;2011;508,806000
DEU;Allemagne;GF0106;Services généraux des administrations publiques n.c.a.;2011;3,393000
DEU;Allemagne;GF0402;Agriculture, sylviculture, pêche et chasse;2011;5,662000
DEU;Allemagne;GF0409;Affaires économiques n.c.a.;2011;7,794000
